date,num_orders,order_status,total_cbv,service
2016-03-16,10,No Driver Found,1710800,GO-CLEAN
2016-03-16,0,Other,145600,GO-CLEAN
2016-03-17,10,Cancelled,1492400,GO-CLEAN
2016-03-17,160,Completed,21767200,GO-CLEAN
2016-03-17,0,No Driver Found,182000,GO-CLEAN
2016-03-18,20,Cancelled,2293200,GO-CLEAN
2016-03-18,170,Completed,24233300,GO-CLEAN
2016-03-18,10,No Driver Found,946400,GO-CLEAN
2016-03-18,0,Other,145600,GO-CLEAN
2016-03-19,30,Cancelled,4295200,GO-CLEAN
2016-03-19,260,Completed,36946000,GO-CLEAN
2016-03-19,30,No Driver Found,4186000,GO-CLEAN
2016-03-19,0,Other,182000,GO-CLEAN
2016-03-20,40,Cancelled,5278000,GO-CLEAN
2016-03-20,260,Completed,34689200,GO-CLEAN
2016-03-20,20,No Driver Found,2511600,GO-CLEAN
2016-03-20,0,Other,436800,GO-CLEAN
2016-03-21,10,Cancelled,1747200,GO-CLEAN
2016-03-21,150,Completed,20493200,GO-CLEAN
2016-03-21,10,No Driver Found,1128400,GO-CLEAN
2016-03-22,20,Cancelled,2111200,GO-CLEAN
2016-03-22,140,Completed,19692400,GO-CLEAN
2016-03-22,10,No Driver Found,728000,GO-CLEAN
2016-03-22,0,Other,145600,GO-CLEAN
2016-03-23,10,Cancelled,2184000,GO-CLEAN
2016-03-23,170,Completed,23004800,GO-CLEAN
2016-03-23,10,No Driver Found,1674400,GO-CLEAN
2016-03-23,0,Other,145600,GO-CLEAN
2016-03-24,10,Cancelled,982800,GO-CLEAN
2016-03-24,190,Completed,26317200,GO-CLEAN
2016-03-24,10,No Driver Found,1201200,GO-CLEAN
2016-03-24,0,Other,254800,GO-CLEAN
2016-03-25,40,Cancelled,4477200,GO-CLEAN
2016-03-25,280,Completed,38147200,GO-CLEAN
2016-03-25,40,No Driver Found,5496400,GO-CLEAN
2016-03-25,0,Other,436800,GO-CLEAN
2016-03-26,40,Cancelled,4986800,GO-CLEAN
2016-03-26,270,Completed,37601200,GO-CLEAN
2016-03-26,30,No Driver Found,4440800,GO-CLEAN
2016-03-26,0,Other,364000,GO-CLEAN
2016-03-27,40,Cancelled,5350800,GO-CLEAN
2016-03-27,300,Completed,41641600,GO-CLEAN
2016-03-27,60,No Driver Found,7462000,GO-CLEAN
2016-03-27,0,Other,145600,GO-CLEAN
2016-03-28,30,Cancelled,3676400,GO-CLEAN
2016-03-28,200,Completed,27008800,GO-CLEAN
2016-03-28,10,No Driver Found,1019200,GO-CLEAN
2016-03-29,30,Cancelled,3603600,GO-CLEAN
2016-03-29,180,Completed,24897600,GO-CLEAN
2016-03-29,10,No Driver Found,1456000,GO-CLEAN
2016-03-29,0,Other,327600,GO-CLEAN
2016-03-30,20,Cancelled,3603600,GO-CLEAN
2016-03-30,180,Completed,25844000,GO-CLEAN
2016-03-30,10,No Driver Found,1783600,GO-CLEAN
2016-03-30,0,Other,218400,GO-CLEAN
2016-03-31,20,Cancelled,2220400,GO-CLEAN
2016-03-31,210,Completed,29302000,GO-CLEAN
2016-03-31,10,No Driver Found,1346800,GO-CLEAN
2016-04-01,40,Cancelled,5096000,GO-CLEAN
2016-04-01,230,Completed,32323200,GO-CLEAN
2016-04-01,10,No Driver Found,1929200,GO-CLEAN
2016-04-01,0,Other,182000,GO-CLEAN
2016-01-01,28380,Cancelled,489898500,GO-FOOD
2016-01-01,66390,Completed,1114831900,GO-FOOD
2016-01-01,1690,No Driver Found,35435400,GO-FOOD
2016-01-01,0,Other,54600,GO-FOOD
2016-01-02,33440,Cancelled,582127000,GO-FOOD
2016-01-02,75900,Completed,1281543900,GO-FOOD
2016-01-02,1370,No Driver Found,28774200,GO-FOOD
2016-01-02,10,Other,154700,GO-FOOD
2016-01-03,34300,Cancelled,595813400,GO-FOOD
2016-01-03,80590,Completed,1359740200,GO-FOOD
2016-01-03,1340,No Driver Found,28128100,GO-FOOD
2016-01-03,10,Other,172900,GO-FOOD
2016-01-04,31980,Cancelled,551014100,GO-FOOD
2016-01-04,66340,Completed,1120100800,GO-FOOD
2016-01-04,820,No Driver Found,17235400,GO-FOOD
2016-01-04,30,Other,464100,GO-FOOD
2016-01-05,36830,Cancelled,643087900,GO-FOOD
2016-01-05,71380,Completed,1210827800,GO-FOOD
2016-01-05,20,No Driver Found,482300,GO-FOOD
2016-01-05,1240,Other,25807600,GO-FOOD
2016-01-06,36480,Cancelled,636326600,GO-FOOD
2016-01-06,69770,Completed,1178804900,GO-FOOD
2016-01-06,1470,No Driver Found,30894500,GO-FOOD
2016-01-06,0,Other,45500,GO-FOOD
2016-01-07,33540,Cancelled,580307000,GO-FOOD
2016-01-07,68630,Completed,1159558400,GO-FOOD
2016-01-07,1560,No Driver Found,32614400,GO-FOOD
2016-01-08,35960,Cancelled,628600700,GO-FOOD
2016-01-08,74460,Completed,1259713000,GO-FOOD
2016-01-08,2340,No Driver Found,49112700,GO-FOOD
2016-01-08,0,Other,54600,GO-FOOD
2016-01-09,31730,Cancelled,558521600,GO-FOOD
2016-01-09,76850,Completed,1284119200,GO-FOOD
2016-01-09,2210,No Driver Found,45864000,GO-FOOD
2016-01-09,160,Other,3075800,GO-FOOD
2016-01-10,39150,Cancelled,690926600,GO-FOOD
2016-01-10,80880,Completed,1358165900,GO-FOOD
2016-01-10,760,No Driver Found,15861300,GO-FOOD
2016-01-11,35850,Cancelled,631885800,GO-FOOD
2016-01-11,64580,Completed,1089069800,GO-FOOD
2016-01-11,350,No Driver Found,7371000,GO-FOOD
2016-01-12,37370,Cancelled,656264700,GO-FOOD
2016-01-12,68350,Completed,1156673700,GO-FOOD
2016-01-12,30,No Driver Found,591500,GO-FOOD
2016-01-12,0,Other,18200,GO-FOOD
2016-01-13,40270,Cancelled,705841500,GO-FOOD
2016-01-13,72150,Completed,1222557700,GO-FOOD
2016-01-13,30,No Driver Found,573300,GO-FOOD
2016-01-13,0,Other,27300,GO-FOOD
2016-01-14,30500,Cancelled,529583600,GO-FOOD
2016-01-14,73880,Completed,1235825500,GO-FOOD
2016-01-14,30,No Driver Found,627900,GO-FOOD
2016-01-14,20,Other,364000,GO-FOOD
2016-01-15,28400,Cancelled,493074400,GO-FOOD
2016-01-15,70250,Completed,1173809000,GO-FOOD
2016-01-15,50,No Driver Found,910000,GO-FOOD
2016-01-15,0,Other,18200,GO-FOOD
2016-01-16,31300,Cancelled,548884700,GO-FOOD
2016-01-16,81970,Completed,1371561100,GO-FOOD
2016-01-16,60,No Driver Found,1246700,GO-FOOD
2016-01-17,31930,Cancelled,557584300,GO-FOOD
2016-01-17,84960,Completed,1422120700,GO-FOOD
2016-01-17,60,No Driver Found,1283100,GO-FOOD
2016-01-18,31450,Cancelled,554508500,GO-FOOD
2016-01-18,68090,Completed,1158020500,GO-FOOD
2016-01-18,320,No Driver Found,6597500,GO-FOOD
2016-01-18,0,Other,18200,GO-FOOD
2016-01-19,39940,Cancelled,696241000,GO-FOOD
2016-01-19,71360,Completed,1214358600,GO-FOOD
2016-01-19,80,No Driver Found,1701700,GO-FOOD
2016-01-19,0,Other,27300,GO-FOOD
2016-01-20,40620,Cancelled,712366200,GO-FOOD
2016-01-20,74120,Completed,1261214500,GO-FOOD
2016-01-20,30,No Driver Found,627900,GO-FOOD
2016-01-21,39570,Cancelled,698288500,GO-FOOD
2016-01-21,75490,Completed,1286922000,GO-FOOD
2016-01-21,110,No Driver Found,2211300,GO-FOOD
2016-01-22,34830,Cancelled,619018400,GO-FOOD
2016-01-22,77040,Completed,1313921700,GO-FOOD
2016-01-22,80,No Driver Found,1638000,GO-FOOD
2016-01-22,0,Other,27300,GO-FOOD
2016-01-23,35280,Cancelled,630903000,GO-FOOD
2016-01-23,86490,Completed,1456464100,GO-FOOD
2016-01-23,50,No Driver Found,1082900,GO-FOOD
2016-01-24,33170,Cancelled,592901400,GO-FOOD
2016-01-24,90860,Completed,1532594700,GO-FOOD
2016-01-24,80,No Driver Found,1692600,GO-FOOD
2016-01-25,22450,Cancelled,387132200,GO-FOOD
2016-01-25,64050,Completed,1068685800,GO-FOOD
2016-01-25,70,No Driver Found,1328600,GO-FOOD
2016-01-25,10,Other,236600,GO-FOOD
2016-01-26,29940,Cancelled,524442100,GO-FOOD
2016-01-26,72780,Completed,1235816400,GO-FOOD
2016-01-26,230,No Driver Found,4895800,GO-FOOD
2016-01-26,0,Other,27300,GO-FOOD
2016-01-27,34680,Cancelled,623613900,GO-FOOD
2016-01-27,78430,Completed,1336562500,GO-FOOD
2016-01-27,30,No Driver Found,700700,GO-FOOD
2016-01-27,0,Other,27300,GO-FOOD
2016-01-28,33930,Cancelled,607461400,GO-FOOD
2016-01-28,78700,Completed,1341212600,GO-FOOD
2016-01-28,120,No Driver Found,2384200,GO-FOOD
2016-01-28,10,Other,81900,GO-FOOD
2016-01-29,30230,Cancelled,538137600,GO-FOOD
2016-01-29,78010,Completed,1313239200,GO-FOOD
2016-01-29,140,No Driver Found,2866500,GO-FOOD
2016-01-29,0,Other,18200,GO-FOOD
2016-01-30,24400,Cancelled,425379500,GO-FOOD
2016-01-30,79550,Completed,1311000600,GO-FOOD
2016-01-30,10,No Driver Found,273000,GO-FOOD
2016-01-30,0,Other,54600,GO-FOOD
2016-01-31,24610,Cancelled,431731300,GO-FOOD
2016-01-31,86400,Completed,1434332900,GO-FOOD
2016-01-31,70,No Driver Found,1437800,GO-FOOD
2016-02-01,30980,Cancelled,528901100,GO-FOOD
2016-02-01,72200,Completed,1199698500,GO-FOOD
2016-02-01,3000,No Driver Found,52206700,GO-FOOD
2016-02-01,20,Other,282100,GO-FOOD
2016-02-02,35120,Cancelled,599371500,GO-FOOD
2016-02-02,73130,Completed,1214868200,GO-FOOD
2016-02-02,7850,No Driver Found,135899400,GO-FOOD
2016-02-02,0,Other,72800,GO-FOOD
2016-02-03,23580,Cancelled,419783000,GO-FOOD
2016-02-03,72900,Completed,1230611200,GO-FOOD
2016-02-03,150,No Driver Found,3094000,GO-FOOD
2016-02-03,10,Other,127400,GO-FOOD
2016-02-04,21410,Cancelled,380170700,GO-FOOD
2016-02-04,72450,Completed,1214385900,GO-FOOD
2016-02-04,90,No Driver Found,1810900,GO-FOOD
2016-02-04,0,Other,27300,GO-FOOD
2016-02-05,20230,Cancelled,354463200,GO-FOOD
2016-02-05,73220,Completed,1228008600,GO-FOOD
2016-02-05,50,No Driver Found,964600,GO-FOOD
2016-02-05,0,Other,72800,GO-FOOD
2016-02-06,18860,Cancelled,327600000,GO-FOOD
2016-02-06,80990,Completed,1337154000,GO-FOOD
2016-02-06,80,No Driver Found,1765400,GO-FOOD
2016-02-07,19130,Cancelled,330093400,GO-FOOD
2016-02-07,76840,Completed,1278459000,GO-FOOD
2016-02-07,50,No Driver Found,1001000,GO-FOOD
2016-02-08,21040,Cancelled,365146600,GO-FOOD
2016-02-08,78040,Completed,1293100900,GO-FOOD
2016-02-08,100,No Driver Found,2156700,GO-FOOD
2016-02-09,18580,Cancelled,321157200,GO-FOOD
2016-02-09,66890,Completed,1112220200,GO-FOOD
2016-02-09,50,No Driver Found,955500,GO-FOOD
2016-02-09,0,Other,27300,GO-FOOD
2016-02-10,20580,Cancelled,362007100,GO-FOOD
2016-02-10,68370,Completed,1153270300,GO-FOOD
2016-02-10,330,No Driver Found,6916000,GO-FOOD
2016-02-11,19780,Cancelled,347410700,GO-FOOD
2016-02-11,67120,Completed,1120665000,GO-FOOD
2016-02-11,30,No Driver Found,546000,GO-FOOD
2016-02-11,0,Other,27300,GO-FOOD
2016-02-12,19080,Cancelled,331858800,GO-FOOD
2016-02-12,70720,Completed,1173299400,GO-FOOD
2016-02-12,140,No Driver Found,2666300,GO-FOOD
2016-02-12,10,Other,154700,GO-FOOD
2016-02-13,18280,Cancelled,321366500,GO-FOOD
2016-02-13,79080,Completed,1302810600,GO-FOOD
2016-02-13,50,No Driver Found,1064700,GO-FOOD
2016-02-14,19930,Cancelled,351323700,GO-FOOD
2016-02-14,86340,Completed,1420109600,GO-FOOD
2016-02-14,50,No Driver Found,882700,GO-FOOD
2016-02-15,18590,Cancelled,326781000,GO-FOOD
2016-02-15,64230,Completed,1071779800,GO-FOOD
2016-02-15,20,No Driver Found,382200,GO-FOOD
2016-02-15,0,Other,27300,GO-FOOD
2016-02-16,20320,Cancelled,359832200,GO-FOOD
2016-02-16,65990,Completed,1107388100,GO-FOOD
2016-02-16,40,No Driver Found,819000,GO-FOOD
2016-02-17,17790,Cancelled,313103700,GO-FOOD
2016-02-17,62350,Completed,1036990500,GO-FOOD
2016-02-17,30,No Driver Found,600600,GO-FOOD
2016-02-18,17000,Cancelled,299544700,GO-FOOD
2016-02-18,63810,Completed,1058912400,GO-FOOD
2016-02-18,50,No Driver Found,937300,GO-FOOD
2016-02-18,0,Other,18200,GO-FOOD
2016-02-19,15310,Cancelled,269842300,GO-FOOD
2016-02-19,63690,Completed,1046181500,GO-FOOD
2016-02-19,30,No Driver Found,682500,GO-FOOD
2016-02-20,15270,Cancelled,265474300,GO-FOOD
2016-02-20,73870,Completed,1210482000,GO-FOOD
2016-02-20,60,No Driver Found,1164800,GO-FOOD
2016-02-21,15600,Cancelled,268868600,GO-FOOD
2016-02-21,78840,Completed,1294902700,GO-FOOD
2016-02-21,50,No Driver Found,955500,GO-FOOD
2016-02-22,15160,Cancelled,264400500,GO-FOOD
2016-02-22,60720,Completed,1004603600,GO-FOOD
2016-02-22,40,No Driver Found,891800,GO-FOOD
2016-02-23,14420,Cancelled,253589700,GO-FOOD
2016-02-23,61860,Completed,1021393100,GO-FOOD
2016-02-23,30,No Driver Found,609700,GO-FOOD
2016-02-24,13680,Cancelled,237437200,GO-FOOD
2016-02-24,62420,Completed,1026234300,GO-FOOD
2016-02-24,40,No Driver Found,864500,GO-FOOD
2016-02-25,14260,Cancelled,244225800,GO-FOOD
2016-02-25,66770,Completed,1089970700,GO-FOOD
2016-02-25,90,No Driver Found,1547000,GO-FOOD
2016-02-26,13180,Cancelled,222149200,GO-FOOD
2016-02-26,70090,Completed,1149439200,GO-FOOD
2016-02-26,90,No Driver Found,1519700,GO-FOOD
2016-02-27,13590,Cancelled,231777000,GO-FOOD
2016-02-27,81150,Completed,1331530200,GO-FOOD
2016-02-27,90,No Driver Found,1920100,GO-FOOD
2016-02-28,15980,Cancelled,267558200,GO-FOOD
2016-02-28,86410,Completed,1403065300,GO-FOOD
2016-02-28,130,No Driver Found,2111200,GO-FOOD
2016-02-29,15540,Cancelled,258531000,GO-FOOD
2016-02-29,68200,Completed,1113958300,GO-FOOD
2016-02-29,390,No Driver Found,5623800,GO-FOOD
2016-03-01,14390,Cancelled,246173200,GO-FOOD
2016-03-01,66990,Completed,1094984800,GO-FOOD
2016-03-01,120,No Driver Found,1810900,GO-FOOD
2016-03-02,14500,Cancelled,251751500,GO-FOOD
2016-03-02,69650,Completed,1142768900,GO-FOOD
2016-03-02,110,No Driver Found,1938300,GO-FOOD
2016-03-03,13720,Cancelled,236936700,GO-FOOD
2016-03-03,69370,Completed,1137554600,GO-FOOD
2016-03-03,80,No Driver Found,1483300,GO-FOOD
2016-03-04,14240,Cancelled,240503900,GO-FOOD
2016-03-04,71160,Completed,1161824300,GO-FOOD
2016-03-04,120,No Driver Found,1901900,GO-FOOD
2016-03-05,14670,Cancelled,246701000,GO-FOOD
2016-03-05,84530,Completed,1378677300,GO-FOOD
2016-03-05,70,No Driver Found,1164800,GO-FOOD
2016-03-06,16450,Cancelled,273609700,GO-FOOD
2016-03-06,90560,Completed,1477039200,GO-FOOD
2016-03-06,430,No Driver Found,6761300,GO-FOOD
2016-03-07,12770,Cancelled,216707400,GO-FOOD
2016-03-07,66240,Completed,1079314600,GO-FOOD
2016-03-07,100,No Driver Found,1683500,GO-FOOD
2016-03-08,14010,Cancelled,240449300,GO-FOOD
2016-03-08,69170,Completed,1120264600,GO-FOOD
2016-03-08,130,No Driver Found,2238600,GO-FOOD
2016-03-09,14760,Cancelled,246036700,GO-FOOD
2016-03-09,84040,Completed,1340521000,GO-FOOD
2016-03-09,120,No Driver Found,2156700,GO-FOOD
2016-03-10,12310,Cancelled,210137200,GO-FOOD
2016-03-10,65800,Completed,1065619100,GO-FOOD
2016-03-10,100,No Driver Found,1656200,GO-FOOD
2016-03-10,0,Other,18200,GO-FOOD
2016-03-11,13330,Cancelled,222385800,GO-FOOD
2016-03-11,70090,Completed,1134433300,GO-FOOD
2016-03-11,350,No Driver Found,6397300,GO-FOOD
2016-03-11,0,Other,18200,GO-FOOD
2016-03-12,13970,Cancelled,232404900,GO-FOOD
2016-03-12,84500,Completed,1363161800,GO-FOOD
2016-03-12,450,No Driver Found,8890700,GO-FOOD
2016-03-13,15520,Cancelled,260851500,GO-FOOD
2016-03-13,86520,Completed,1405995500,GO-FOOD
2016-03-13,850,No Driver Found,17453800,GO-FOOD
2016-03-14,17930,Cancelled,314632500,GO-FOOD
2016-03-14,66590,Completed,1086439900,GO-FOOD
2016-03-14,520,No Driver Found,9100000,GO-FOOD
2016-03-15,15860,Cancelled,262052700,GO-FOOD
2016-03-15,67230,Completed,1089324600,GO-FOOD
2016-03-15,1190,No Driver Found,17990700,GO-FOOD
2016-03-16,12860,Cancelled,215005700,GO-FOOD
2016-03-16,67490,Completed,1097787600,GO-FOOD
2016-03-16,280,No Driver Found,4295200,GO-FOOD
2016-03-16,10,Other,100100,GO-FOOD
2016-03-17,14150,Cancelled,235963000,GO-FOOD
2016-03-17,67040,Completed,1087595600,GO-FOOD
2016-03-17,240,No Driver Found,3831100,GO-FOOD
2016-03-17,20,Other,364000,GO-FOOD
2016-03-18,13070,Cancelled,219846900,GO-FOOD
2016-03-18,69060,Completed,1122603300,GO-FOOD
2016-03-18,180,No Driver Found,2912000,GO-FOOD
2016-03-18,0,Other,72800,GO-FOOD
2016-03-19,13300,Cancelled,220429300,GO-FOOD
2016-03-19,79430,Completed,1283145500,GO-FOOD
2016-03-19,130,No Driver Found,2147600,GO-FOOD
2016-03-19,10,Other,118300,GO-FOOD
2016-03-20,15120,Cancelled,255054800,GO-FOOD
2016-03-20,81680,Completed,1323731500,GO-FOOD
2016-03-20,1610,No Driver Found,33133100,GO-FOOD
2016-03-21,13040,Cancelled,218582000,GO-FOOD
2016-03-21,62590,Completed,1015714700,GO-FOOD
2016-03-21,170,No Driver Found,2675400,GO-FOOD
2016-03-21,0,Other,27300,GO-FOOD
2016-03-22,13480,Cancelled,224660800,GO-FOOD
2016-03-22,60270,Completed,986970894,GO-FOOD
2016-03-22,940,No Driver Found,13568100,GO-FOOD
2016-03-22,0,Other,18200,GO-FOOD
2016-03-23,12720,Cancelled,214851000,GO-FOOD
2016-03-23,64000,Completed,1051614200,GO-FOOD
2016-03-23,230,No Driver Found,3549000,GO-FOOD
2016-03-24,15080,Cancelled,253243900,GO-FOOD
2016-03-24,70140,Completed,1140812400,GO-FOOD
2016-03-24,200,No Driver Found,3321500,GO-FOOD
2016-03-24,100,Other,1756300,GO-FOOD
2016-03-25,16460,Cancelled,275402400,GO-FOOD
2016-03-25,79330,Completed,1295421400,GO-FOOD
2016-03-25,370,No Driver Found,6852300,GO-FOOD
2016-03-26,15060,Cancelled,254517900,GO-FOOD
2016-03-26,78300,Completed,1279077800,GO-FOOD
2016-03-26,190,No Driver Found,3849300,GO-FOOD
2016-03-27,15780,Cancelled,265265000,GO-FOOD
2016-03-27,77740,Completed,1267411600,GO-FOOD
2016-03-27,400,No Driver Found,7989800,GO-FOOD
2016-03-28,13470,Cancelled,224251300,GO-FOOD
2016-03-28,66490,Completed,1082581500,GO-FOOD
2016-03-28,140,No Driver Found,2420600,GO-FOOD
2016-03-28,0,Other,27300,GO-FOOD
2016-03-29,13900,Cancelled,231767900,GO-FOOD
2016-03-29,68860,Completed,1119181700,GO-FOOD
2016-03-29,100,No Driver Found,1656200,GO-FOOD
2016-03-30,13700,Cancelled,228410000,GO-FOOD
2016-03-30,67830,Completed,1104412400,GO-FOOD
2016-03-30,90,No Driver Found,1656200,GO-FOOD
2016-03-31,13920,Cancelled,231212800,GO-FOOD
2016-03-31,69680,Completed,1128290800,GO-FOOD
2016-03-31,200,No Driver Found,3194100,GO-FOOD
2016-04-01,15610,Cancelled,258467300,GO-FOOD
2016-04-01,75240,Completed,1214895500,GO-FOOD
2016-04-01,240,No Driver Found,4122300,GO-FOOD
2016-04-01,0,Other,18200,GO-FOOD
2016-01-01,0,Cancelled,728000,GO-GLAM
2016-01-01,60,Completed,8581300,GO-GLAM
2016-01-01,20,No Driver Found,3931200,GO-GLAM
2016-01-02,0,Cancelled,500500,GO-GLAM
2016-01-02,60,Completed,9837100,GO-GLAM
2016-01-02,10,No Driver Found,1956500,GO-GLAM
2016-01-03,10,Cancelled,1001000,GO-GLAM
2016-01-03,70,Completed,10756200,GO-GLAM
2016-01-03,30,No Driver Found,5068700,GO-GLAM
2016-01-04,10,Cancelled,1446900,GO-GLAM
2016-01-04,50,Completed,8517600,GO-GLAM
2016-01-04,10,No Driver Found,1847300,GO-GLAM
2016-01-05,10,Cancelled,1137500,GO-GLAM
2016-01-05,50,Completed,7739550,GO-GLAM
2016-01-05,10,No Driver Found,2529800,GO-GLAM
2016-01-06,10,Cancelled,919100,GO-GLAM
2016-01-06,50,Completed,7957950,GO-GLAM
2016-01-06,10,No Driver Found,2502500,GO-GLAM
2016-01-07,10,Cancelled,819000,GO-GLAM
2016-01-07,30,Completed,6106100,GO-GLAM
2016-01-07,20,No Driver Found,3822000,GO-GLAM
2016-01-08,0,Cancelled,609700,GO-GLAM
2016-01-08,50,Completed,8781500,GO-GLAM
2016-01-08,30,No Driver Found,5541900,GO-GLAM
2016-01-09,10,Cancelled,1365000,GO-GLAM
2016-01-09,70,Completed,10874500,GO-GLAM
2016-01-09,30,No Driver Found,4935840,GO-GLAM
2016-01-10,10,Cancelled,973700,GO-GLAM
2016-01-10,60,Completed,10000900,GO-GLAM
2016-01-10,20,No Driver Found,4495400,GO-GLAM
2016-01-11,10,Cancelled,1137500,GO-GLAM
2016-01-11,40,Completed,5651100,GO-GLAM
2016-01-11,10,No Driver Found,1911000,GO-GLAM
2016-01-12,0,Cancelled,455000,GO-GLAM
2016-01-12,40,Completed,5469100,GO-GLAM
2016-01-12,0,No Driver Found,309400,GO-GLAM
2016-01-13,10,Cancelled,1328600,GO-GLAM
2016-01-13,30,Completed,5432700,GO-GLAM
2016-01-13,10,No Driver Found,1801800,GO-GLAM
2016-01-14,10,Cancelled,855400,GO-GLAM
2016-01-14,60,Completed,9624160,GO-GLAM
2016-01-14,20,No Driver Found,4659200,GO-GLAM
2016-01-15,10,Cancelled,1019200,GO-GLAM
2016-01-15,70,Completed,11657100,GO-GLAM
2016-01-15,30,No Driver Found,5778500,GO-GLAM
2016-01-16,20,Cancelled,2538900,GO-GLAM
2016-01-16,110,Completed,16043300,GO-GLAM
2016-01-16,30,No Driver Found,4841200,GO-GLAM
2016-01-17,10,Cancelled,1092000,GO-GLAM
2016-01-17,70,Completed,11893700,GO-GLAM
2016-01-17,10,No Driver Found,2557100,GO-GLAM
2016-01-18,0,Cancelled,564200,GO-GLAM
2016-01-18,30,Completed,5292560,GO-GLAM
2016-01-18,10,No Driver Found,2411500,GO-GLAM
2016-01-19,10,Cancelled,2735460,GO-GLAM
2016-01-19,50,Completed,8635900,GO-GLAM
2016-01-19,10,No Driver Found,1517880,GO-GLAM
2016-01-20,0,Cancelled,336700,GO-GLAM
2016-01-20,50,Completed,9346610,GO-GLAM
2016-01-20,10,No Driver Found,1850940,GO-GLAM
2016-01-21,10,Cancelled,1465100,GO-GLAM
2016-01-21,50,Completed,8645000,GO-GLAM
2016-01-21,10,No Driver Found,2602600,GO-GLAM
2016-01-22,10,Cancelled,1610700,GO-GLAM
2016-01-22,70,Completed,12678575,GO-GLAM
2016-01-22,10,No Driver Found,1337700,GO-GLAM
2016-01-23,20,Cancelled,2830100,GO-GLAM
2016-01-23,110,Completed,15466360,GO-GLAM
2016-01-23,30,No Driver Found,4868500,GO-GLAM
2016-01-24,10,Cancelled,1769950,GO-GLAM
2016-01-24,120,Completed,17244500,GO-GLAM
2016-01-24,30,No Driver Found,5796700,GO-GLAM
2016-01-25,10,Cancelled,791700,GO-GLAM
2016-01-25,50,Completed,8610420,GO-GLAM
2016-01-25,10,No Driver Found,2620800,GO-GLAM
2016-01-26,10,Cancelled,646100,GO-GLAM
2016-01-26,50,Completed,7987980,GO-GLAM
2016-01-26,10,No Driver Found,1929200,GO-GLAM
2016-01-27,10,Cancelled,1255800,GO-GLAM
2016-01-27,50,Completed,8731450,GO-GLAM
2016-01-27,10,No Driver Found,1792700,GO-GLAM
2016-01-27,0,Other,182000,GO-GLAM
2016-01-28,10,Cancelled,1032850,GO-GLAM
2016-01-28,70,Completed,10167430,GO-GLAM
2016-01-28,20,No Driver Found,3963050,GO-GLAM
2016-01-28,0,Other,273000,GO-GLAM
2016-01-29,10,Cancelled,1119300,GO-GLAM
2016-01-29,50,Completed,9228310,GO-GLAM
2016-01-29,40,No Driver Found,7348250,GO-GLAM
2016-01-29,0,Other,455000,GO-GLAM
2016-01-30,20,Cancelled,2807350,GO-GLAM
2016-01-30,110,Completed,15230670,GO-GLAM
2016-01-30,30,No Driver Found,4406220,GO-GLAM
2016-01-31,20,Cancelled,3030300,GO-GLAM
2016-01-31,90,Completed,15037750,GO-GLAM
2016-01-31,30,No Driver Found,5869500,GO-GLAM
2016-01-31,10,Other,755300,GO-GLAM
2016-02-01,10,Cancelled,1219400,GO-GLAM
2016-02-01,50,Completed,7863310,GO-GLAM
2016-02-01,10,No Driver Found,3230500,GO-GLAM
2016-02-01,0,Other,546000,GO-GLAM
2016-02-02,10,Cancelled,1701700,GO-GLAM
2016-02-02,40,Completed,6906900,GO-GLAM
2016-02-02,20,No Driver Found,3831100,GO-GLAM
2016-02-02,10,Other,1055600,GO-GLAM
2016-02-03,10,Cancelled,2174900,GO-GLAM
2016-02-03,60,Completed,9738820,GO-GLAM
2016-02-03,20,No Driver Found,3749200,GO-GLAM
2016-02-03,0,Other,154700,GO-GLAM
2016-02-04,10,Cancelled,837200,GO-GLAM
2016-02-04,60,Completed,9545900,GO-GLAM
2016-02-04,30,No Driver Found,6570200,GO-GLAM
2016-02-05,10,Cancelled,1847300,GO-GLAM
2016-02-05,80,Completed,14605500,GO-GLAM
2016-02-05,40,No Driver Found,7538440,GO-GLAM
2016-02-06,40,Cancelled,5274360,GO-GLAM
2016-02-06,110,Completed,17472000,GO-GLAM
2016-02-06,70,No Driver Found,13213200,GO-GLAM
2016-02-07,20,Cancelled,2457000,GO-GLAM
2016-02-07,100,Completed,14742000,GO-GLAM
2016-02-07,70,No Driver Found,11653460,GO-GLAM
2016-02-08,20,Cancelled,2912000,GO-GLAM
2016-02-08,100,Completed,16239860,GO-GLAM
2016-02-08,10,No Driver Found,2338700,GO-GLAM
2016-02-09,20,Cancelled,3075800,GO-GLAM
2016-02-09,60,Completed,8981700,GO-GLAM
2016-02-09,10,No Driver Found,2151240,GO-GLAM
2016-02-10,10,Cancelled,1079260,GO-GLAM
2016-02-10,50,Completed,8049860,GO-GLAM
2016-02-10,20,No Driver Found,2990260,GO-GLAM
2016-02-11,10,Cancelled,1747200,GO-GLAM
2016-02-11,40,Completed,6643000,GO-GLAM
2016-02-11,10,No Driver Found,2821000,GO-GLAM
2016-02-12,20,Cancelled,4495400,GO-GLAM
2016-02-12,80,Completed,14014000,GO-GLAM
2016-02-12,40,No Driver Found,5780320,GO-GLAM
2016-02-13,30,Cancelled,4531800,GO-GLAM
2016-02-13,140,Completed,22882860,GO-GLAM
2016-02-13,40,No Driver Found,6151600,GO-GLAM
2016-02-14,40,Cancelled,3530800,GO-GLAM
2016-02-14,190,Completed,13977600,GO-GLAM
