UPC_ID,UPC_DESC,L4 ID,L4_DESC,L5_ID,L5_DESC,MANUFACTURER_NAME,BRAND_NAME
112101614,DIXAN LIQ.27LAV CLASSICO X3,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,DIXAN
112101638,"DIXAN FUSTONE 40MIS CLAS 2,4KG",121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,DIXAN
112101682,"DIXAN LIQ.18L X3 CLASS  2,7L",121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,DIXAN
112200606,DIXAN PIATTI SEGRETI 650ML,124,PRODOTTI PER STOVIGLIE,1242,STOVIGLIE A MANO,HENKEL,DIXAN
112101576,DIXAN LIQ.27L LAVAN 1350ML,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,DIXAN
112101652,"DIXAN POLV.105MIS 6,3KG",121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,DIXAN
112101720,DIXAN DISCS 25 CLASSICO 625G,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,DIXAN
112101573,DIXAN LIQ.19L COLOR 950ML,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,DIXAN
112101724,DIXAN DUOCAPS 30CAPS LAV 700G,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,DIXAN
112101391,DIXAN DUOCAPS 34CAPS CLAS 850G,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,DIXAN
112101722,DIXAN DUOCAPS 30CAPS C/SM 700G,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,DIXAN
112101725,DIXAN DUOCAPS 30CAPS CLAS 700G,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,DIXAN
112101703,DIXAN POLV.110MIS 6.6KG,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,DIXAN
112101572,DIXAN LIQ.19L MUSCH 950ML,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,DIXAN
112101721,DIXAN DISCS 25 COLOR 625G,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,DIXAN
112101635,"DIXAN LIQ.CLASSICO 54LAV 2,7L",121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,DIXAN
112101531,DIXAN DUOCAPS 30CAPS COL 750G,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,DIXAN
112101393,DIXAN POWER 32CAPS LAV 752G,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,DIXAN
112101255,DIXAN LIQ.30L CLASS 1.950L X3,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,DIXAN
112101609,"DIXAN LIQ.18L X3 PUL&LISC 2,7L",121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,DIXAN
112101673,"DIXAN LIQ.24LAV CLASS.1,2L X3",121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,DIXAN
112101627,"DIXAN CLAS.POLVERE 90MIS.5,4KG",121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,DIXAN
112101571,DIXAN LIQ.19L LAVAN 950ML,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,DIXAN
112101744,DIXAN DISCS 13 COLOR 325G,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,DIXAN
112101743,DIXAN DISCS 13 CLASSICO 325G,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,DIXAN
112101528,DIXAN DUOCAPS 16CAPS COL 400G,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,DIXAN
112101530,DIXAN DUOCAPS 30CAPS CLAS 750G,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,DIXAN
112101532,DIXAN DUOCAPS 30CAPS LAV 750G,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,DIXAN
112101612,DIXAN LIQ.27LAV COLOR X3,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,DIXAN
112101574,DIXAN LIQ.18L PUL&LIS 900ML,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,DIXAN
112300301,SACCH.GELO 18X25 DOMOPAK X30 1,123,CONSERVAZIONE ALIMENTI,1237,SACCHETTI,CUKI COFRESCO,DOMOPAK
112300268,PELLIC.DOMOPAK 60 MT,123,CONSERVAZIONE ALIMENTI,1239,AVVOLGENTI,CUKI COFRESCO,DOMOPAK
112300311,12VASCH.CR/CARAM.DOMOPAK  T21G,123,CONSERVAZIONE ALIMENTI,1238,VASCHETTE,CUKI COFRESCO,DOMOPAK
112300324,CARTAFORNO DOMOPAK 8MT,123,CONSERVAZIONE ALIMENTI,1239,AVVOLGENTI,CUKI COFRESCO,DOMOPAK
111370016,ALLUM.DOMOPAK 8MT,123,CONSERVAZIONE ALIMENTI,1239,AVVOLGENTI,CUKI COFRESCO,DOMOPAK
112300321,ALLUM.DOMOPAK 16MT,123,CONSERVAZIONE ALIMENTI,1239,AVVOLGENTI,CUKI COFRESCO,DOMOPAK
112300310,2VASCH.ALLUM.8P DOMOPAK   R98G,123,CONSERVAZIONE ALIMENTI,1238,VASCHETTE,CUKI COFRESCO,DOMOPAK
112300302,SACCH.GELO 23X32 DOMOPAK X20 1,123,CONSERVAZIONE ALIMENTI,1237,SACCHETTI,CUKI COFRESCO,DOMOPAK
111368213,CARTAFORNO DOMOPACK 15MT,123,CONSERVAZIONE ALIMENTI,1239,AVVOLGENTI,CUKI COFRESCO,DOMOPAK
112300303,SACCH.GELO 28X40 DOMOPAK X15 1,123,CONSERVAZIONE ALIMENTI,1237,SACCHETTI,CUKI COFRESCO,DOMOPAK
112300318,PELLIC.DOMOPAK 30MT,123,CONSERVAZIONE ALIMENTI,1239,AVVOLGENTI,CUKI COFRESCO,DOMOPAK
112300314,4VASCH.ALLUM.4P DOMOPAK   R75G,123,CONSERVAZIONE ALIMENTI,1238,VASCHETTE,CUKI COFRESCO,DOMOPAK
112300313,2CONT.ALLUM.6P DOMOPAK    R86G,123,CONSERVAZIONE ALIMENTI,1238,VASCHETTE,CUKI COFRESCO,DOMOPAK
112200471,DR.BECKMANN CURA LAVATR.250ML,120,CURA TESSUTI,1203,ANTICALCARE PER LAVATRICE,TAVOLA,DR.BECKMANN
112200064,DRAGO ANTICALCARE NEW 750 ML,122,DETERGENTI X LA CASA,1224,PER PICCOLE SUPERFICI,GUABER,DRAGO
112400111,DUAL POWER PIATTI BIC/MENTA 1L,124,PRODOTTI PER STOVIGLIE,1242,STOVIGLIE A MANO,ITALCHIMICA,DUAL POWER
112101709,DUAL POWER LIQ.ARGAN 5L,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,ITALCHIMICA,DUAL POWER
112400108,DUAL POWER PIATTI BIC&SALV 1L,124,PRODOTTI PER STOVIGLIE,1242,STOVIGLIE A MANO,ITALCHIMICA,DUAL POWER
112201038,SGRASS.MARS D/POWER RIC 750ML,122,DETERGENTI X LA CASA,1224,PER PICCOLE SUPERFICI,ITALCHIMICA,DUAL POWER
112101090,AMMORB.DUAL-P.83L O/ARG 4.98L,120,CURA TESSUTI,1201,AMMORBIDENTI,ITALCHIMICA,DUAL POWER
112400107,DUAL POWER PIATTI LIM/V 300ML,124,PRODOTTI PER STOVIGLIE,1242,STOVIGLIE A MANO,ITALCHIMICA,DUAL POWER
112400029,DUAL POWER PIATTI LIMON RIC 1L,124,PRODOTTI PER STOVIGLIE,1242,STOVIGLIE A MANO,ITALCHIMICA,DUAL POWER
112101708,DUAL POWER LIQ.100L FLAMIN 5L,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,ITALCHIMICA,DUAL POWER
112200792,DUAL POWER PIATTI AGRUMI 1 L,124,PRODOTTI PER STOVIGLIE,1242,STOVIGLIE A MANO,ITALCHIMICA,DUAL POWER
112400104,DUAL POWER GEL LAVASTOV/LIM.2L,124,PRODOTTI PER STOVIGLIE,1241,LAVASTOVIGLIE,ITALCHIMICA,DUAL POWER
112200973,DUAL POWER PAVIM/DISIN PETS 1L,122,DETERGENTI X LA CASA,1225,PER PAVIMENTI,ITALCHIMICA,DUAL POWER
112400109,DUAL POWER PIATTI GREENLIFE 1L,124,PRODOTTI PER STOVIGLIE,1242,STOVIGLIE A MANO,ITALCHIMICA,DUAL POWER
112200767,DUAL POWER SGRASS-UL LIM.750ML,122,DETERGENTI X LA CASA,1224,PER PICCOLE SUPERFICI,ITALCHIMICA,DUAL POWER
112000046,APPRETTO DUAL POWER TRIG 500ML,120,CURA TESSUTI,1205,PRODOTTI STIRO,ITALCHIMICA,DUAL POWER
112400112,DUAL POWER DP CURALAVAST.250ML,124,PRODOTTI PER STOVIGLIE,1241,LAVASTOVIGLIE,ITALCHIMICA,DUAL POWER
112101089,AMMORB.DUAL-P.83L AM/MU 4.98L,120,CURA TESSUTI,1201,AMMORBIDENTI,ITALCHIMICA,DUAL POWER
112101091,AMMORB.DUAL-P.83L OR/GE 4.98L,120,CURA TESSUTI,1201,AMMORBIDENTI,ITALCHIMICA,DUAL POWER
112101082,DUAL POWER LIQ.65L O/ARG 4.88L,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,ITALCHIMICA,DUAL POWER
112101081,DUAL POWER LIQ.65L AM/MU 4.88L,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,ITALCHIMICA,DUAL POWER
112200766,DUAL POWER SGRASS-UL MAR.750ML,122,DETERGENTI X LA CASA,1224,PER PICCOLE SUPERFICI,ITALCHIMICA,DUAL POWER
112201048,DUCK FRESH DISCS CITRUS X6,122,DETERGENTI X LA CASA,1223,CURA WC,S.C JOHNSON,DUCK ANITRA
112200137,DUCK WC POWER MIX 750ML,122,DETERGENTI X LA CASA,1223,CURA WC,S.C JOHNSON,DUCK ANITRA
112300152,EBANO SPRAY CALZAN.DILATO 200M,128,PRODOTTI PER LE SCARPE,1281,ACCESSORI SCARPE,DEISA EBANO,EBANO
112300765,LIBERATORE DISPENSER ZIG ZAG,127,INSETTICIDI,1271,PER AMBIENTE,DEISA EBANO,EBANO
112201005,EMULSIO SALVAMB.RIC.SGRAS.30ML,122,DETERGENTI X LA CASA,1224,PER PICCOLE SUPERFICI,SUTTER,EMULSIO
112201008,EMULSIO RAVVIVA GRES 750ML,122,DETERGENTI X LA CASA,1225,PER PAVIMENTI,SUTTER,EMULSIO
112600041,EMUL.C/ODORI NAT/LAV SPR.400ML,126,DEODORANTI PER AMBIENTE,1261,AZIONE ISTANTANEA,SUTTER,EMULSIO
112000100,DET.EMULSIO TESS/MODERNI 750ML,120,CURA TESSUTI,1204,ADDITIVI,SUTTER,EMULSIO
112201006,EMULSIO SALVAMB.RIC.PAVIM.30ML,122,DETERGENTI X LA CASA,1225,PER PAVIMENTI,SUTTER,EMULSIO
112300794,EMUL.C/ODORI NAT.B/MAR SPR400M,126,DEODORANTI PER AMBIENTE,1261,AZIONE ISTANTANEA,SUTTER,EMULSIO
112201239,CERA EMULSIO FACILEMARMO 775ML,122,DETERGENTI X LA CASA,1227,DETERGENTI SUPERFICI PREGIATE,SUTTER,EMULSIO
112201238,CERA EMULSIO FACILECOTTO 725ML,122,DETERGENTI X LA CASA,1227,DETERGENTI SUPERFICI PREGIATE,SUTTER,EMULSIO
111262122,EMULSIO RAVVIVA MARMO 750ML,122,DETERGENTI X LA CASA,1227,DETERGENTI SUPERFICI PREGIATE,SUTTER,EMULSIO
112200660,EMULSIO CURALEGNO 250ML,122,DETERGENTI X LA CASA,1227,DETERGENTI SUPERFICI PREGIATE,SUTTER,EMULSIO
112300705,EMUL.C/ODORI NAT.SC&PAT 2X20G,126,DEODORANTI PER AMBIENTE,1263,PICCOLI AMBIENTI,SUTTER,EMULSIO
112200625,MANGIAPOLV.EMULSIO NATUR.300ML,122,DETERGENTI X LA CASA,1227,DETERGENTI SUPERFICI PREGIATE,SUTTER,EMULSIO
112200142,CERA EMULSIO FACILE PARQ.750ML,122,DETERGENTI X LA CASA,1227,DETERGENTI SUPERFICI PREGIATE,SUTTER,EMULSIO
112201240,CERA EMULSIO FACILE PARQ.775ML,122,DETERGENTI X LA CASA,1227,DETERGENTI SUPERFICI PREGIATE,SUTTER,EMULSIO
112201074,EMULSIO MOUSSE M/U IGIEN.500ML,122,DETERGENTI X LA CASA,1224,PER PICCOLE SUPERFICI,SUTTER,EMULSIO
112201003,CERA EMULSIO FACILE 775ML  OLD,122,DETERGENTI X LA CASA,1227,DETERGENTI SUPERFICI PREGIATE,SUTTER,EMULSIO
112200033,EMULSIO LAVAINC.PARQ&COT 900ML,122,DETERGENTI X LA CASA,1227,DETERGENTI SUPERFICI PREGIATE,SUTTER,EMULSIO
112200141,CERA EMULSIO FACILE ML.750,122,DETERGENTI X LA CASA,1227,DETERGENTI SUPERFICI PREGIATE,SUTTER,EMULSIO
112600042,CAND.CATT/ODORI NATUR EMULSIO,126,DEODORANTI PER AMBIENTE,1262,AZIONE CONTINUA,SUTTER,EMULSIO
112200080,EMULSIO SPLENDILEGNO 375ML,122,DETERGENTI X LA CASA,1227,DETERGENTI SUPERFICI PREGIATE,SUTTER,EMULSIO
112200579,EMULSIO PAVIM.P/USO NATUR 1L,122,DETERGENTI X LA CASA,1225,PER PAVIMENTI,SUTTER,EMULSIO
112200963,EMULSIO SGRASS.NATUR.SPR.500ML,122,DETERGENTI X LA CASA,1224,PER PICCOLE SUPERFICI,SUTTER,EMULSIO
111200612,EMULSIO PARQ.P/USO NATUR 1L,122,DETERGENTI X LA CASA,1227,DETERGENTI SUPERFICI PREGIATE,SUTTER,EMULSIO
111200747,EMULSIO LAVAINCERA PAVIM 900ML,122,DETERGENTI X LA CASA,1227,DETERGENTI SUPERFICI PREGIATE,SUTTER,EMULSIO
112300704,EMUL.C/ODORI NAT.B/MAR SPR300M,126,DEODORANTI PER AMBIENTE,1261,AZIONE ISTANTANEA,SUTTER,EMULSIO
112000060,EMULSIO PULIT.TESS/TAPP.500ML,120,CURA TESSUTI,1204,ADDITIVI,SUTTER,EMULSIO
112201004,EMULSIO SALVAMB.RIC.BAGNO 30ML,122,DETERGENTI X LA CASA,1224,PER PICCOLE SUPERFICI,SUTTER,EMULSIO
112000102,DET.EMULSIO NATURALE 750ML,120,CURA TESSUTI,1204,ADDITIVI,SUTTER,EMULSIO
112201236,CERA EMULSIO A SPECCHIO 775ML,122,DETERGENTI X LA CASA,1227,DETERGENTI SUPERFICI PREGIATE,SUTTER,EMULSIO
112300701,EMUL.C/ODORI NAT.F/NAT GEL150G,126,DEODORANTI PER AMBIENTE,1262,AZIONE CONTINUA,SUTTER,EMULSIO
112000098,AMMORB.EMULSIO MUSCHIO 750ML,120,CURA TESSUTI,1201,AMMORBIDENTI,SUTTER,EMULSIO
112200473,MANGIAPOLV.EMUL.NW C/API 300ML,122,DETERGENTI X LA CASA,1227,DETERGENTI SUPERFICI PREGIATE,SUTTER,EMULSIO
112300610,STIRABENE NATUR.EMULSIO 500ML,120,CURA TESSUTI,1205,PRODOTTI STIRO,SUTTER,EMULSIO
112300702,EMUL.C/ODORI NAT.B/MAR GEL150G,126,DEODORANTI PER AMBIENTE,1262,AZIONE CONTINUA,SUTTER,EMULSIO
112200476,MANGIAPOLV.EMULSIO M/BIA 300ML,122,DETERGENTI X LA CASA,1227,DETERGENTI SUPERFICI PREGIATE,SUTTER,EMULSIO
112201237,CERA EMULSIO FACILE 775ML,122,DETERGENTI X LA CASA,1227,DETERGENTI SUPERFICI PREGIATE,SUTTER,EMULSIO
112200081,EMULSIO RINN.PELLE NATUR 375ML,122,DETERGENTI X LA CASA,1227,DETERGENTI SUPERFICI PREGIATE,SUTTER,EMULSIO
112201138,MANGIAPOLV.EMULSIO ARGAN 300ML,122,DETERGENTI X LA CASA,1227,DETERGENTI SUPERFICI PREGIATE,SUTTER,EMULSIO
112300793,EMUL.C/ODORI NAT.FRESC SPR400M,126,DEODORANTI PER AMBIENTE,1261,AZIONE ISTANTANEA,SUTTER,EMULSIO
112200139,CERA EMULSIO A SPECCHIO 750ML,122,DETERGENTI X LA CASA,1227,DETERGENTI SUPERFICI PREGIATE,SUTTER,EMULSIO
112200866,EMULSIO SALV.RIC.LEG/PAR.60 ML,122,DETERGENTI X LA CASA,1227,DETERGENTI SUPERFICI PREGIATE,SUTTER,EMULSIO
112200961,EMULSIO VETRI M/U NATUR.500ML,122,DETERGENTI X LA CASA,1224,PER PICCOLE SUPERFICI,SUTTER,EMULSIO
112300707,EMUL.C/ODORI NAT.FRIGO GEL,126,DEODORANTI PER AMBIENTE,1263,PICCOLI AMBIENTI,SUTTER,EMULSIO
112201241,STIRABENE EMULSIO 525ML,120,CURA TESSUTI,1205,PRODOTTI STIRO,SUTTER,EMULSIO
112201077,EMULSIO RAVVIVA/PAVIM.AGR.1L,122,DETERGENTI X LA CASA,1225,PER PAVIMENTI,SUTTER,EMULSIO
112201078,EMULSIO PAVIM.IGIEN.LAV.1L,122,DETERGENTI X LA CASA,1225,PER PAVIMENTI,SUTTER,EMULSIO
112200663,EMULSIO SPLENDIARGENTO 200ML,122,DETERGENTI X LA CASA,1228,DETERGENTI METALLI,SUTTER,EMULSIO
111263184,EMULSIO RAVVIVA PARQUET 750ML,122,DETERGENTI X LA CASA,1227,DETERGENTI SUPERFICI PREGIATE,SUTTER,EMULSIO
112200306,EMULSIO PUL/LUC.PARQUET X12,122,DETERGENTI X LA CASA,1227,DETERGENTI SUPERFICI PREGIATE,SUTTER,EMULSIO
112201007,EMULSIO SALVAMB.RIC.VETRI 30ML,122,DETERGENTI X LA CASA,1224,PER PICCOLE SUPERFICI,SUTTER,EMULSIO
112200140,CERA EMULSIO FACILECOTTO ML750,122,DETERGENTI X LA CASA,1227,DETERGENTI SUPERFICI PREGIATE,SUTTER,EMULSIO
112200136,EMULSIO MARMO&GRAN NATUR 375ML,122,DETERGENTI X LA CASA,1227,DETERGENTI SUPERFICI PREGIATE,SUTTER,EMULSIO
112200475,MANGIAPOLV.EMULSIO MAGNO.300ML,122,DETERGENTI X LA CASA,1227,DETERGENTI SUPERFICI PREGIATE,SUTTER,EMULSIO
112200138,CERA EMULSIO 6MESI ML.750,122,DETERGENTI X LA CASA,1227,DETERGENTI SUPERFICI PREGIATE,SUTTER,EMULSIO
112300703,EMUL.C/ODORI NAT.F/NAT SPR300M,126,DEODORANTI PER AMBIENTE,1261,AZIONE ISTANTANEA,SUTTER,EMULSIO
112200664,EMULSIO SPLENDIRAME 200ML,122,DETERGENTI X LA CASA,1228,DETERGENTI METALLI,SUTTER,EMULSIO
112200444,FABULOSO PAVIM.ATMOS/ITALIA 1L,122,DETERGENTI X LA CASA,1225,PER PAVIMENTI,COLGATE PALMOLIVE,FABULOSO
112100725,AMMORB.FABULOSO 40LAV MUGH.1L,120,CURA TESSUTI,1201,AMMORBIDENTI,COLGATE PALMOLIVE,FABULOSO
112200443,FABULOSO NEW PAVIM.F/MARINA 1L,122,DETERGENTI X LA CASA,1225,PER PAVIMENTI,COLGATE PALMOLIVE,FABULOSO
112100728,AMMORB.FABULOSO 40LAV IPOAL.1L,120,CURA TESSUTI,1201,AMMORBIDENTI,COLGATE PALMOLIVE,FABULOSO
112200446,FABULOSO NEW PAVIM.LAVANDA 1L,122,DETERGENTI X LA CASA,1225,PER PAVIMENTI,COLGATE PALMOLIVE,FABULOSO
112200469,FABULOSO PAVIMENTI F/LOTO 1L,122,DETERGENTI X LA CASA,1225,PER PAVIMENTI,COLGATE PALMOLIVE,FABULOSO
112200445,FABULOSO NEW PAVIM.FLOREALE 1L,122,DETERGENTI X LA CASA,1225,PER PAVIMENTI,COLGATE PALMOLIVE,FABULOSO
112101401,AMMORB.FABULOSO 40LAV COCCO 1L,120,CURA TESSUTI,1201,AMMORBIDENTI,COLGATE PALMOLIVE,FABULOSO
112100828,AMMORB.FABUL 40L SENS MAND 1L,120,CURA TESSUTI,1201,AMMORBIDENTI,COLGATE PALMOLIVE,FABULOSO
112101092,AMMORB.FABULOSO 40LAV MENTA 1L,120,CURA TESSUTI,1201,AMMORBIDENTI,COLGATE PALMOLIVE,FABULOSO
112100476,AMMOR.FABULOSO 40L CONC.REL.1L,120,CURA TESSUTI,1201,AMMORBIDENTI,COLGATE PALMOLIVE,FABULOSO
112100730,AMMORB.FABULOSO 40L.FRUITY 1L,120,CURA TESSUTI,1201,AMMORBIDENTI,COLGATE PALMOLIVE,FABULOSO
112100726,AMMORB.FABULOSO 40LAV VANIG.1L,120,CURA TESSUTI,1201,AMMORBIDENTI,COLGATE PALMOLIVE,FABULOSO
112100845,AMMORB.FABULOSO 80L BLU 2L,120,CURA TESSUTI,1201,AMMORBIDENTI,COLGATE PALMOLIVE,FABULOSO
112100844,AMMORB.FABULOSO 80L VAN 2L,120,CURA TESSUTI,1201,AMMORBIDENTI,COLGATE PALMOLIVE,FABULOSO
112100727,AMMORB.FABULOSO 40LAV F/MAT 1L,120,CURA TESSUTI,1201,AMMORBIDENTI,COLGATE PALMOLIVE,FABULOSO
112400008,FAIRY PLAT/LEMON 63C 938G,124,PRODOTTI PER STOVIGLIE,1241,LAVASTOVIGLIE,PROCTER & GAMBLE,FAIRY
112400117,"FAIRY PLUS 100C 1,8KG",124,PRODOTTI PER STOVIGLIE,1241,LAVASTOVIGLIE,PROCTER & GAMBLE,FAIRY
112400115,FAIRY PLAT.PLUS LEM 50C 900G,124,PRODOTTI PER STOVIGLIE,1241,LAVASTOVIGLIE,PROCTER & GAMBLE,FAIRY
112400037,FAIRY PLAT/REGUL.120C 1790G,124,PRODOTTI PER STOVIGLIE,1241,LAVASTOVIGLIE,PROCTER & GAMBLE,FAIRY
112400072,FAIRY PLAT/REGUL.32C 476G,124,PRODOTTI PER STOVIGLIE,1241,LAVASTOVIGLIE,PROCTER & GAMBLE,FAIRY
112400051,FAIRY PLAT/REGUL.70C 1.043KG,124,PRODOTTI PER STOVIGLIE,1241,LAVASTOVIGLIE,PROCTER & GAMBLE,FAIRY
112400004,FAIRY ORIG/REGUL.31C 436G,124,PRODOTTI PER STOVIGLIE,1241,LAVASTOVIGLIE,PROCTER & GAMBLE,FAIRY
112400003,FAIRY PLAT/ORANGE 24C 357G,124,PRODOTTI PER STOVIGLIE,1241,LAVASTOVIGLIE,PROCTER & GAMBLE,FAIRY
112400001,FAIRY PLAT/REGUL.24C 357G,124,PRODOTTI PER STOVIGLIE,1241,LAVASTOVIGLIE,PROCTER & GAMBLE,FAIRY
112400050,FAIRY ORIG/REGUL.93C 1.256KG,124,PRODOTTI PER STOVIGLIE,1241,LAVASTOVIGLIE,PROCTER & GAMBLE,FAIRY
112400007,FAIRY ORIG/REGUL.84C 1180G,124,PRODOTTI PER STOVIGLIE,1241,LAVASTOVIGLIE,PROCTER & GAMBLE,FAIRY
112400125,FAIRY GEL BREZ/MARINA 650MLX3,124,PRODOTTI PER STOVIGLIE,1241,LAVASTOVIGLIE,PROCTER & GAMBLE,FAIRY
112400124,FAIRY GEL LEMON 650ML X3,124,PRODOTTI PER STOVIGLIE,1241,LAVASTOVIGLIE,PROCTER & GAMBLE,FAIRY
112400002,FAIRY PLAT/LEMON 24C 358G,124,PRODOTTI PER STOVIGLIE,1241,LAVASTOVIGLIE,PROCTER & GAMBLE,FAIRY
112400005,FAIRY ORIG/LEMON 31C 436G,124,PRODOTTI PER STOVIGLIE,1241,LAVASTOVIGLIE,PROCTER & GAMBLE,FAIRY
112400122,FAIRY GEL BREZZA MARINA 650ML,124,PRODOTTI PER STOVIGLIE,1241,LAVASTOVIGLIE,PROCTER & GAMBLE,FAIRY
112400123,FAIRY GEL LEMON 650ML,124,PRODOTTI PER STOVIGLIE,1241,LAVASTOVIGLIE,PROCTER & GAMBLE,FAIRY
111329425,FEBREZE TESSUTO 500ML,120,CURA TESSUTI,1205,PRODOTTI STIRO,PROCTER & GAMBLE,FEBREZE
112000121,AMMORB.FELCE-A 41L FRES 1025ML,120,CURA TESSUTI,1201,AMMORBIDENTI,PAGLIERI PROFUMI,FELCE AZZURRA
112000119,AMMORB.FELCE-A 41L MUSC 1025ML,120,CURA TESSUTI,1201,AMMORBIDENTI,PAGLIERI PROFUMI,FELCE AZZURRA
112101446,"DET.LAV.ALEP.29L F/AZZU.1,595L",121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,PAGLIERI PROFUMI,FELCE AZZURRA
112100615,AMMORB.FELCE/AZ 45L L/DUR 3L,120,CURA TESSUTI,1201,AMMORBIDENTI,PAGLIERI PROFUMI,FELCE AZZURRA
112101687,"DET.LAV.CLAS.32L F/AZZU.1,595L",121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,PAGLIERI PROFUMI,FELCE AZZURRA
112000118,AMMORB.FELCE-A 41L COCC 1025ML,120,CURA TESSUTI,1201,AMMORBIDENTI,PAGLIERI PROFUMI,FELCE AZZURRA
112000188,AMMORB.FELCE-AZ 80LAV CLAS 2L,120,CURA TESSUTI,1201,AMMORBIDENTI,PAGLIERI PROFUMI,FELCE AZZURRA
112000117,AMMORB.FELCE-A 41L CLAS 1025ML,120,CURA TESSUTI,1201,AMMORBIDENTI,PAGLIERI PROFUMI,FELCE AZZURRA
112101688,"DET.LAV.ALEP.32L F/AZZU.1,595L",121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,PAGLIERI PROFUMI,FELCE AZZURRA
112000189,AMMORB.FELCE-AZ 80LAV ARGAN 2L,120,CURA TESSUTI,1201,AMMORBIDENTI,PAGLIERI PROFUMI,FELCE AZZURRA
111300808,APPRETTO LEGG.FEL/AZZ M500+250,120,CURA TESSUTI,1205,PRODOTTI STIRO,PAGLIERI PROFUMI,FELCE AZZURRA
111100688,AMMORB.FELCE/AZ 45L CLASS 3L,120,CURA TESSUTI,1201,AMMORBIDENTI,PAGLIERI PROFUMI,FELCE AZZURRA
112000190,AMMORB.FELCE-AZ 80LAV FRESH 2L,120,CURA TESSUTI,1201,AMMORBIDENTI,PAGLIERI PROFUMI,FELCE AZZURRA
112101445,"DET.LAV.CLAS.29L F/AZZU.1,595L",121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,PAGLIERI PROFUMI,FELCE AZZURRA
112101417,AMMORB.FELCE-AZ 45L I/BIA 3L,120,CURA TESSUTI,1201,AMMORBIDENTI,PAGLIERI PROFUMI,FELCE AZZURRA
112000122,AMMORB.FELCE-A 41L ARG 1025ML,120,CURA TESSUTI,1201,AMMORBIDENTI,PAGLIERI PROFUMI,FELCE AZZURRA
112400035,FINISH QUANT/MAX 36T REG.558G,124,PRODOTTI PER STOVIGLIE,1241,LAVASTOVIGLIE,RECKITT BENCKISER,FINISH
112400030,"FINISH A/MAX 76T D.LEM 1238,8G",124,PRODOTTI PER STOVIGLIE,1241,LAVASTOVIGLIE,RECKITT BENCKISER,FINISH
112400041,FINISH TUTTO/1 36+6X2REG 1344G,124,PRODOTTI PER STOVIGLIE,1241,LAVASTOVIGLIE,RECKITT BENCKISER,FINISH
112400034,FINISH QUANT/MAX 36T LEM.558G,124,PRODOTTI PER STOVIGLIE,1241,LAVASTOVIGLIE,RECKITT BENCKISER,FINISH
112400062,FINISH GEL ANTIODORE 650ML,124,PRODOTTI PER STOVIGLIE,1241,LAVASTOVIGLIE,RECKITT BENCKISER,FINISH
112200144,FINISH CURALAVAST.LEMON 250ML,124,PRODOTTI PER STOVIGLIE,1241,LAVASTOVIGLIE,RECKITT BENCKISER,FINISH
