,device,first_payment_amount,age,city,number_of_cards,payments_initiated,payments_failed,payments_completed,payments_completed_amount_first_7days,reward_purchase_count_first_7days,coins_redeemed_first_7days,is_referral,visits_feature_1,visits_feature_2,given_permission_1,given_permission_2,user_id,is_churned,segment
15384,apple,17,26,Ahmedabad,3,7,6,1,17,1,17,FALSE,1,1,1,0,321257,0,check
15405,apple,17,26,Jaipur,1,3,0,1,17,1,3,FALSE,2,2,1,1,29485,0,check
15445,oneplus,17,26,Mumbai,1,3,0,1,17,2,20,FALSE,1,1,1,0,84076,0,check
15488,xiaomi,18,26,Hyderabad,0,3,0,2,28,3,23,FALSE,1,1,1,0,5122,0,check
15498,vivo,18,26,Agra,2,1,0,1,18,2,20,FALSE,4,1,1,1,7896,0,check
15500,xiaomi,18,26,Bangalore,1,3,0,2,0,2,53,FALSE,4,1,1,1,269675,0,check
15518,huawei,18,26,Chennai,4,1,0,1,18,2,20,FALSE,1,1,1,1,209249,0,check
15558,motorola,19,26,Rajkot,2,3,2,1,19,2,20,FALSE,1,1,1,1,490997,0,check
15564,samsung,19,26,Bangalore,2,1,0,1,19,2,20,FALSE,1,1,1,1,400456,0,check
15620,samsung,20,26,Jodhpur,3,4,1,2,65,4,40,TRUE,2,1,1,0,234263,0,check
15630,xiaomi,20,26,Bangalore,2,4,0,2,37,3,23,TRUE,3,1,1,1,158996,0,check
15640,oneplus,20,26,NCR,2,7,3,2,27,4,23,FALSE,3,1,1,1,20909,0,check
15657,oneplus,21,26,Kanchipuram,2,1,0,1,21,2,20,FALSE,1,1,1,1,54967,0,check
15672,samsung,21,26,Madanapalle,1,2,1,1,21,2,20,FALSE,1,1,1,1,325600,0,check
15764,oneplus,23,26,Mumbai,0,2,1,1,23,2,20,FALSE,3,1,1,1,5242,0,check
15779,xiaomi,23,26,Pune,1,1,0,1,23,1,20,FALSE,1,2,1,1,427371,0,check
15855,oneplus,25,26,Tiruvallur,2,1,0,1,0,2,20,FALSE,2,1,1,0,249976,0,check
15861,oneplus,26,26,Chennai,2,2,0,1,26,2,20,FALSE,1,1,1,1,198793,0,check
15953,realme,28,26,Srinagar,1,2,1,1,28,2,37,FALSE,4,1,1,1,7192,0,check
16013,xiaomi,30,26,Satara,1,1,0,1,0,2,20,FALSE,1,1,0,1,474622,0,check
16069,xiaomi,31,26,NCR,1,3,0,1,31,2,20,FALSE,1,2,1,1,169912,0,check
16082,xiaomi,31,26,Mumbai,0,4,1,1,31,1,3,FALSE,4,2,1,1,70840,0,check
16166,vivo,33,26,Alwar,1,1,0,1,33,2,20,FALSE,1,1,0,1,113796,0,check
16169,realme,33,26,NCR,1,3,0,1,33,1,3,FALSE,1,2,0,1,414791,0,check
16172,oppo,33,26,Surat,1,5,2,2,36,3,37,TRUE,17,1,1,1,384592,0,check
16219,samsung,33,26,Bangalore,1,5,1,2,50,2,37,FALSE,1,1,1,1,2504,0,check
16286,xiaomi,35,26,Pune,1,1,0,1,35,2,20,FALSE,1,1,1,0,495471,0,check
16301,oppo,36,26,Mumbai,0,6,2,1,36,2,37,FALSE,6,5,1,1,102548,0,check
16439,oppo,41,26,Nizamabad,2,3,0,1,41,3,20,FALSE,6,2,1,1,163169,0,check
16448,oneplus,42,26,Pune,1,3,0,1,42,2,20,FALSE,1,1,1,1,293879,0,check
16572,huawei,49,26,Hyderabad,6,5,0,2,51,2,20,TRUE,1,1,1,1,400940,0,check
16586,xiaomi,50,26,NCR,5,2,0,2,58,3,57,FALSE,1,1,1,1,165906,0,check
16594,xiaomi,50,26,Jodhpur,1,4,0,2,68,5,50,FALSE,5,2,1,1,90403,0,check
16615,oppo,50,26,NCR,4,8,1,1,50,2,20,FALSE,2,1,1,1,308414,0,check
16624,samsung,50,26,Hanumangarh,1,4,0,2,147,5,90,FALSE,1,1,1,1,204936,0,check
16628,xiaomi,51,26,Kota,1,4,0,1,51,1,3,FALSE,3,4,1,1,261337,0,check
16634,oneplus,51,26,Bangalore,1,2,0,1,51,2,20,FALSE,1,1,1,0,309201,0,check
16636,xiaomi,51,26,Kannur,0,3,0,1,0,2,20,FALSE,1,2,1,1,130726,0,check
16730,samsung,57,26,Udham Singh Nagar,1,1,0,1,57,2,20,FALSE,1,1,1,1,146093,0,check
16746,oppo,58,26,Hyderabad,2,6,1,2,151,4,20,FALSE,1,2,1,1,196728,0,check
16764,xiaomi,60,26,Ahmedabad,1,2,0,1,60,2,20,FALSE,1,1,1,1,348115,0,check
16784,xiaomi,61,26,Kadapa,1,3,0,2,77,3,20,FALSE,1,2,1,1,45836,0,check
16920,xiaomi,70,26,NCR,1,1,0,1,0,4,70,FALSE,1,1,1,1,358015,0,check
16944,apple,73,26,Patna,1,4,1,2,94,2,20,FALSE,2,2,1,0,5877,0,check
16973,apple,78,26,Kochi,0,2,1,1,78,4,77,FALSE,3,1,1,1,30231,0,check
16985,oneplus,79,26,Hyderabad,2,2,1,1,79,3,70,FALSE,1,1,1,1,219388,0,check
16997,oneplus,81,26,Bangalore,1,2,0,1,81,3,70,FALSE,1,1,0,1,320295,0,check
17002,oneplus,81,26,NCR,0,1,0,1,81,1,70,FALSE,2,1,1,1,306001,0,check
17124,oneplus,99,26,NCR,0,3,1,2,100,3,70,FALSE,1,1,1,1,6558,0,check
17137,oneplus,100,26,Saharanpur,1,3,1,2,107,4,70,FALSE,1,1,1,1,396505,0,check
17166,samsung,107,26,Kollam,2,3,0,2,145,5,107,FALSE,5,2,1,1,450906,0,check
17179,apple,111,26,NCR,1,2,0,1,111,1,70,FALSE,1,1,1,1,385618,0,check
17184,oneplus,112,26,Bangalore,1,2,0,1,112,3,70,FALSE,5,2,1,1,398743,0,check
17189,oneplus,114,26,Bangalore,1,2,0,2,158,5,90,FALSE,5,2,1,0,104395,0,check
17218,xiaomi,122,26,Coimbatore,1,4,2,1,122,2,103,FALSE,3,3,1,1,303408,0,check
17225,xiaomi,124,26,Mumbai,2,2,0,1,124,3,70,FALSE,2,1,1,0,289795,0,check
17226,oneplus,125,26,Bangalore,1,1,0,1,125,3,120,FALSE,2,1,1,1,20169,0,check
17274,samsung,145,26,Coimbatore,0,3,0,2,145,4,87,FALSE,1,1,1,1,168504,0,check
17369,oneplus,209,26,Bangalore,2,1,0,1,209,4,170,FALSE,2,1,1,1,388522,0,check
17394,samsung,253,26,0,1,1,0,1,253,2,20,FALSE,2,1,1,1,251981,0,check
17414,oneplus,333,26,Railly,3,5,2,2,899,4,787,FALSE,1,1,1,1,77539,0,check
19702,oneplus,1,27,NCR,1,2,0,2,58,2,20,TRUE,1,2,1,1,309228,0,check
19838,vivo,2,27,Hyderabad,0,2,0,2,26,2,20,FALSE,2,2,1,1,286364,0,check
20095,xiaomi,2,27,Hyderabad,0,4,0,2,52,3,20,TRUE,2,1,1,1,30867,0,check
20124,huawei,2,27,Hyderabad,1,2,0,2,35,1,17,TRUE,1,1,1,1,441431,0,check
20247,huawei,3,27,NCR,1,1,0,1,3,1,3,FALSE,1,1,1,1,33358,0,check
20356,xiaomi,3,27,Hyderabad,0,5,1,1,3,1,3,FALSE,1,1,1,1,280880,0,check
20365,apple,3,27,0,2,2,1,1,3,1,3,FALSE,3,3,1,1,336899,0,check
20538,xiaomi,4,27,Bhilai,1,1,0,1,4,1,3,FALSE,2,1,1,1,183957,0,check
20540,samsung,4,27,NCR,4,4,0,2,71,1,3,TRUE,1,1,1,1,401986,0,check
20560,apple,4,27,NCR,1,4,1,2,4,1,3,FALSE,1,1,1,0,471972,0,check
20682,oppo,5,27,Karnataka,0,4,1,1,5,1,3,FALSE,3,1,1,1,318248,0,check
20771,xiaomi,5,27,Rupnagar,0,2,0,2,7,1,3,FALSE,3,1,1,1,405184,0,check
20785,oppo,6,27,Aurangabad,2,2,1,1,6,1,3,FALSE,1,1,1,1,331885,0,check
20835,blackberry,6,27,Cuttack,2,1,0,1,0,1,3,FALSE,1,1,1,1,19799,0,check
20855,oneplus,6,27,Chennai,5,2,0,1,6,1,3,FALSE,2,1,1,1,307237,0,check
20950,oneplus,7,27,Jaipur,1,4,0,1,7,1,3,FALSE,2,1,1,1,92308,0,check
20984,oneplus,7,27,Hyderabad,1,1,0,1,7,1,3,FALSE,2,1,1,1,208526,0,check
20999,oppo,7,27,Karnal,0,7,2,1,7,1,3,FALSE,2,1,1,0,3887,0,check
21156,samsung,8,27,Hyderabad,1,2,0,1,8,1,3,FALSE,1,1,1,1,101520,0,check
21165,samsung,8,27,Yamunanagar,8,2,0,2,10,1,3,FALSE,1,1,1,1,80045,0,check
21211,vivo,9,27,Tiruppur,0,5,2,2,16,2,7,FALSE,1,1,1,1,502377,0,check
21328,apple,10,27,NCR,3,1,0,1,10,1,3,FALSE,2,1,1,0,74594,0,check
21332,xiaomi,10,27,Mumbai,3,3,1,2,39,3,23,FALSE,2,1,1,1,195018,0,check
21346,apple,10,27,NCR,2,1,0,1,10,1,3,FALSE,3,1,1,1,465111,0,check
21404,oneplus,10,27,Coimbatore,3,2,0,2,33,1,3,FALSE,1,1,1,0,361797,0,check
21408,apple,10,27,Mumbai,2,1,0,1,0,1,3,FALSE,1,1,1,0,304862,0,check
21461,xiaomi,11,27,Mangalore,1,1,0,1,11,1,3,FALSE,4,1,1,1,181043,0,check
21462,oneplus,11,27,Hyderabad,0,1,0,1,11,1,3,FALSE,2,2,1,1,12962,0,check
21473,xiaomi,11,27,NCR,2,3,0,2,69,2,7,FALSE,1,1,1,1,499718,0,check
21483,xiaomi,11,27,Chennai,5,2,0,1,11,1,3,FALSE,1,1,1,1,411805,0,check
21579,xiaomi,13,27,Imphal,1,2,1,1,13,1,3,FALSE,2,2,1,1,116484,0,check
21602,oppo,13,27,Panaji,3,5,1,1,13,1,3,FALSE,7,1,1,1,34932,0,check
21637,vivo,13,27,Hyderabad,1,2,1,1,13,1,3,FALSE,1,2,1,1,179362,0,check
21693,apple,14,27,Kochi,0,1,0,1,14,1,3,FALSE,1,1,1,1,29200,0,check
21722,realme,14,27,Bangalore,1,1,0,1,14,2,3,FALSE,3,2,1,1,480903,0,check
21724,samsung,14,27,Bangalore,1,4,0,1,14,1,3,FALSE,2,1,1,1,306354,0,check
21778,samsung,15,27,Bangalore,2,1,0,1,15,1,3,FALSE,1,1,1,0,277900,0,check
21794,oneplus,15,27,Mormugao,1,2,0,2,82,4,73,FALSE,2,1,1,1,147664,0,check
21877,apple,16,27,Mumbai,1,4,3,1,16,1,3,FALSE,1,4,1,1,293532,0,check
21947,xiaomi,17,27,Mumbai,1,2,0,2,37,2,37,TRUE,2,1,1,0,115311,0,check
21955,apple,17,27,Mumbai,2,2,0,2,184,5,187,FALSE,4,2,1,1,237309,0,check
21977,xiaomi,17,27,NCR,1,2,0,2,18,2,20,FALSE,1,1,1,1,151606,0,check
21983,oneplus,17,27,Darbhanga,4,2,0,2,43,4,40,FALSE,1,1,1,1,408786,0,check
21999,vivo,17,27,Mumbai,1,5,2,2,29,3,23,FALSE,2,1,1,1,330009,0,check
22071,oppo,17,27,Rajkot,2,7,2,2,81,4,40,FALSE,1,3,1,1,271027,0,check
22075,apple,17,27,NCR,1,4,0,2,24,3,23,FALSE,1,1,1,1,412359,0,check
22138,xiaomi,18,27,Nellore,3,3,0,2,19,2,20,FALSE,1,1,1,1,5898,0,check
22155,apple,18,27,Hyderabad,2,1,0,1,0,2,20,FALSE,2,1,1,1,379416,0,check
22171,oppo,18,27,Yamunanagar,7,3,1,1,18,2,20,FALSE,1,1,1,1,414004,0,check
22174,oneplus,18,27,Pune,2,2,0,2,23,3,23,FALSE,2,6,1,1,500583,0,check
22203,xiaomi,19,27,Chandigarh,1,5,1,2,171,6,90,FALSE,3,1,1,1,164895,0,check
22222,apple,19,27,0,1,2,1,1,19,2,20,FALSE,2,1,1,1,128920,0,check
22226,vivo,19,27,NCR,1,3,0,1,19,2,20,FALSE,1,1,1,1,496345,0,check
22255,oneplus,20,27,Hyderabad,1,2,0,1,20,2,20,FALSE,1,1,1,1,51397,0,check
22280,xiaomi,20,27,Jaipur,1,3,0,1,20,3,20,FALSE,1,1,1,1,30114,0,check
22312,apple,20,27,Mumbai,1,1,0,1,0,2,20,FALSE,1,1,1,1,23713,0,check
22331,apple,21,27,Rajkot,4,1,0,1,21,2,20,FALSE,2,2,1,1,377972,0,check
22360,oneplus,21,27,Pune,2,1,0,1,21,2,20,FALSE,1,1,1,1,254634,0,check
22373,xiaomi,22,27,Ongole,1,6,1,2,103,4,23,TRUE,2,1,1,1,351525,0,check
22377,oneplus,22,27,Bangalore,1,1,0,1,22,1,3,FALSE,2,1,1,1,146214,0,check
22386,oneplus,22,27,Kanchipuram,1,4,1,1,22,2,20,FALSE,1,1,1,1,87079,0,check
22387,samsung,22,27,Pune,4,2,0,1,22,2,20,FALSE,1,1,1,1,4875,0,check
22390,samsung,22,27,Pune,1,4,0,1,22,2,20,FALSE,1,2,1,1,102792,0,check
22405,oneplus,22,27,Bangalore,1,1,0,1,22,2,20,FALSE,1,1,1,1,407617,0,check
22471,apple,24,27,Bangalore,1,2,0,1,24,2,20,FALSE,1,1,1,1,34012,0,check
22540,infinix mobility limited,26,27,0,7,2,1,1,26,2,20,FALSE,1,1,1,1,370347,0,check
22654,samsung,29,27,NCR,4,1,0,1,29,2,20,FALSE,1,1,1,1,5084,0,check
22686,vivo,30,27,NCR,5,1,0,1,30,2,20,FALSE,1,1,1,1,45787,0,check
22717,gionee,30,27,Kota,2,3,1,2,83,5,40,TRUE,1,1,1,0,265158,0,check
22741,xiaomi,31,27,Coimbatore,3,1,0,1,31,2,20,FALSE,1,1,1,1,311214,0,check
22749,xiaomi,31,27,Jaipur,1,2,0,1,31,2,20,FALSE,3,1,1,1,180979,0,check
22789,samsung,33,27,Pune,1,4,0,1,33,2,20,FALSE,1,1,1,1,145302,0,check
22811,samsung,33,27,Surat,3,1,0,1,33,2,20,FALSE,2,1,1,1,101321,0,check
22943,oneplus,34,27,NCR,0,4,0,1,0,1,3,FALSE,2,6,1,1,67718,0,check
22996,apple,36,27,NCR,2,5,1,2,47,2,20,FALSE,3,1,1,1,484751,0,check
23034,xiaomi,37,27,Belgaum,1,2,0,1,37,2,20,FALSE,2,1,1,1,36355,0,check
23042,apple,37,27,Bangalore,1,1,0,1,0,2,20,FALSE,3,3,1,1,39169,0,check
23054,oneplus,38,27,NCR,4,4,1,1,38,2,20,FALSE,2,1,0,1,205827,0,check
23106,oneplus,40,27,Kozhikode,2,1,0,1,40,2,20,FALSE,1,1,1,1,435184,0,check
23114,apple,40,27,Kurnool,1,3,0,1,0,2,20,FALSE,2,1,1,1,343932,0,check
23130,xiaomi,41,27,Mumbai,3,3,0,1,41,2,20,FALSE,1,1,0,1,185027,0,check
23136,apple,41,27,Bangalore,1,1,0,1,41,2,20,FALSE,1,1,1,1,166616,0,check
23182,samsung,43,27,Puducherry,1,2,0,2,50,3,37,FALSE,1,2,1,1,378493,0,check
23313,oneplus,50,27,0,0,1,0,1,50,1,17,FALSE,1,1,0,1,210233,0,check
23453,xiaomi,54,27,NCR,1,4,0,2,71,4,40,TRUE,1,1,1,1,69988,0,check
23504,vivo,57,27,Chennai,2,3,0,2,57,2,20,FALSE,3,1,1,1,136650,0,check
23568,oneplus,61,27,Kochi,1,2,0,1,61,2,20,FALSE,1,1,1,1,307107,0,check
23676,realme,67,27,Hyderabad,2,3,0,2,133,5,123,TRUE,1,1,1,0,204498,0,check
23688,oneplus,67,27,NCR,2,3,1,2,89,2,87,FALSE,1,1,1,1,65443,0,check
23700,oneplus,67,27,Renebennur,3,3,1,2,175,2,53,TRUE,1,1,1,1,34378,0,check
23730,xiaomi,70,27,NCR,2,2,0,2,75,4,73,FALSE,1,1,1,1,262623,0,check
23739,apple,71,27,Lucknow,2,2,0,2,73,2,3,FALSE,1,1,1,1,199419,0,check
23765,oneplus,73,27,Bangalore,0,2,0,1,73,3,70,FALSE,4,2,0,1,45005,0,check
23771,apple,74,27,NCR,1,6,4,1,74,3,70,FALSE,1,1,0,1,97659,0,check
23828,oneplus,82,27,Bangalore,2,5,2,2,116,5,90,TRUE,2,1,1,1,268544,0,check
23863,xiaomi,83,27,0,1,2,0,2,137,5,90,FALSE,1,1,1,0,265856,0,check
23946,oneplus,94,27,Ahmedabad,2,3,1,2,105,4,73,TRUE,1,1,1,1,74408,0,check
23979,xiaomi,100,27,Bangalore,4,1,0,1,100,3,70,FALSE,1,1,1,1,360540,0,check
24015,google,104,27,Coimbatore,4,2,0,2,274,7,240,FALSE,1,1,1,1,185739,0,check
24023,oppo,106,27,Bangalore,2,5,2,2,206,6,157,FALSE,3,1,1,1,53733,0,check
24038,realme,111,27,Patna,1,1,0,1,111,3,70,FALSE,1,1,1,1,376502,0,check
24135,oppo,138,27,Surat,4,1,0,1,138,3,70,FALSE,1,1,1,1,273619,0,check
24190,oneplus,160,27,Mumbai,2,5,1,2,209,3,53,FALSE,4,1,1,1,164504,0,check
24210,oneplus,167,27,Mumbai,0,2,0,1,167,3,153,FALSE,1,1,1,1,109014,0,check
24269,oneplus,207,27,Kanchipuram,1,2,0,2,223,7,197,FALSE,1,2,1,0,310527,0,check
24317,samsung,276,27,Mumbai,1,2,1,1,276,1,7,FALSE,1,1,1,1,132235,0,check
24333,motorola,354,27,Surat,1,9,2,1,354,1,250,FALSE,1,1,0,0,333726,0,check
24342,oppo,438,27,Roorkee,1,3,1,1,438,4,170,FALSE,1,1,1,1,44349,0,check
24343,apple,447,27,Bangalore,1,2,0,2,480,6,190,TRUE,2,3,1,1,263765,0,check
27247,oppo,2,28,Lucknow,2,4,1,2,48,4,20,TRUE,1,1,1,1,482051,0,check
27294,huawei,2,28,Kolkata,6,2,0,2,36,2,20,FALSE,1,1,1,1,405269,0,check
27299,xiaomi,2,28,Thrissur,1,2,0,2,35,3,37,TRUE,7,1,1,1,470383,0,check
27478,apple,3,28,Ahmedabad,6,5,0,2,52,3,23,FALSE,1,4,1,1,7413,0,check
27579,apple,3,28,Panch mahals,0,2,0,1,3,2,3,FALSE,2,1,1,1,490464,0,check
27580,xiaomi,3,28,Chennai,1,5,1,2,65,3,40,TRUE,2,1,1,1,254370,0,check
27784,realme,4,28,Bangalore,0,1,0,1,4,1,3,FALSE,4,2,1,1,150,0,check
27786,xiaomi,4,28,Mumbai,1,1,0,1,4,1,3,FALSE,1,1,1,0,6886,0,check
27884,vivo,4,28,Ahmedabad,5,2,0,2,41,3,23,FALSE,1,2,1,1,331230,0,check
27903,vivo,4,28,Vadodara,2,1,0,1,4,1,3,FALSE,1,2,1,1,322448,0,check
27925,apple,5,28,Satara,2,2,0,2,6,1,3,FALSE,2,2,1,1,306876,0,check
27931,oneplus,5,28,Mumbai,1,6,1,2,96,1,3,FALSE,1,1,1,1,415671,0,check
27992,vivo,5,28,Banda,0,2,0,2,8,2,7,FALSE,1,1,1,1,339676,0,check
28078,oneplus,6,28,Pune,0,1,0,1,6,1,3,FALSE,2,2,0,1,197123,0,check
28113,oneplus,6,28,Bangalore,2,2,0,2,43,3,23,FALSE,1,1,1,1,300697,0,check
28126,xiaomi,6,28,Bangalore,1,5,0,1,0,1,3,FALSE,2,2,1,1,282702,0,check
28147,xiaomi,6,28,Bangalore,2,2,0,2,141,1,3,TRUE,1,1,1,1,352479,0,check
28157,oneplus,6,28,Bangalore,0,1,0,1,6,1,3,FALSE,2,1,1,1,147940,0,check
28221,samsung,7,28,Gandhinagar,5,2,0,2,8,1,3,FALSE,1,1,1,1,265099,0,check
28249,samsung,7,28,Mumbai,2,3,1,1,7,1,3,FALSE,1,2,1,1,16930,0,check
28300,xiaomi,7,28,NCR,5,3,0,2,15,1,3,FALSE,1,1,1,1,104841,0,check
28408,samsung,8,28,Mumbai,1,2,0,2,50,5,37,FALSE,1,1,1,1,9676,0,check
28422,apple,8,28,NCR,0,1,0,1,8,1,3,FALSE,1,2,1,1,394108,0,check
28429,samsung,8,28,Ahmedabad,2,1,0,1,8,1,3,FALSE,1,1,1,1,301108,0,check
28459,oneplus,8,28,Pune,0,7,2,1,8,1,3,FALSE,1,1,1,1,10718,0,check
28474,xiaomi,9,28,Hyderabad,3,2,0,2,41,3,23,FALSE,1,1,1,1,387917,0,check
28477,samsung,9,28,Mumbai,3,1,0,1,9,1,3,FALSE,1,1,1,1,322343,0,check
28549,xiaomi,9,28,Bangalore,3,5,1,2,21,2,7,FALSE,2,1,1,1,293268,0,check
28572,huawei,9,28,NCR,0,1,0,1,9,1,3,FALSE,2,1,1,1,5,0,check
28620,xiaomi,10,28,Bhopal,1,3,0,1,10,1,3,FALSE,1,1,1,1,220277,0,check
28682,oneplus,10,28,Mumbai,3,4,1,2,67,4,23,TRUE,1,1,0,1,382867,0,check
28703,vivo,10,28,Panipat,6,2,0,2,10,1,3,FALSE,1,1,1,1,430910,0,check
28707,hmd global,10,28,Warangal,0,10,1,2,13,3,7,TRUE,4,1,1,0,14576,0,check
28715,xiaomi,10,28,NCR,1,3,0,1,10,1,3,FALSE,7,2,1,1,488139,0,check
28811,xiaomi,11,28,Kanpur,3,1,0,1,11,1,3,FALSE,1,1,1,1,69259,0,check
28869,xiaomi,12,28,Saharanpur,1,2,0,2,12,1,3,FALSE,1,1,1,0,344457,0,check
28936,oneplus,13,28,Surat,1,3,0,2,37,3,23,FALSE,1,1,0,1,301355,0,check
28966,vivo,13,28,Jaipur,5,1,0,1,13,1,3,FALSE,2,2,1,1,370238,0,check
28994,xiaomi,13,28,Pune,3,3,0,2,17,2,7,TRUE,1,5,1,1,268962,0,check
29069,apple,14,28,NCR,3,2,0,1,14,1,3,FALSE,1,1,1,0,325760,0,check
29080,oneplus,14,28,Pune,4,2,0,2,22,2,7,TRUE,1,2,1,1,64070,0,check
29111,apple,14,28,Pune,3,4,2,1,14,1,3,FALSE,1,1,1,1,288657,0,check
29113,oppo,15,28,Vijayawada,0,4,1,1,15,1,3,FALSE,1,1,1,1,254099,0,check
29242,oneplus,17,28,Mumbai,6,1,0,1,17,1,3,FALSE,1,1,1,1,39301,0,check
29259,huawei,17,28,Bhopal,3,2,0,2,19,2,20,TRUE,1,1,1,1,303692,0,check
29287,oneplus,17,28,Ludhiana,2,6,3,2,19,2,20,FALSE,1,1,1,1,319820,0,check
29352,apple,17,28,NCR,1,4,0,1,17,1,17,FALSE,1,1,1,1,360756,0,check
29405,apple,17,28,NCR,7,4,0,2,90,3,90,FALSE,1,2,1,0,88899,0,check
29502,xiaomi,18,28,Ahmedabad,2,5,2,2,44,4,40,FALSE,1,1,1,1,477166,0,check
29679,oneplus,20,28,Mumbai,0,5,0,1,20,2,20,FALSE,3,1,1,1,19836,0,check
29702,apple,21,28,Ahmedabad,1,2,0,1,21,1,3,FALSE,1,2,1,0,254479,0,check
29712,apple,21,28,NCR,2,1,0,1,21,1,3,FALSE,1,1,1,1,307275,0,check
29727,vivo,21,28,Dehli,5,1,0,1,21,2,20,FALSE,1,1,1,1,439386,0,check
29757,apple,21,28,Hooghly,0,1,0,1,21,2,20,FALSE,1,1,1,0,196117,0,check
29778,realme,22,28,Mathura,1,7,1,1,22,2,20,FALSE,1,2,1,1,453412,0,check
29812,oneplus,22,28,Raichur,2,2,0,2,85,4,20,FALSE,2,1,1,1,242053,0,check
29887,oneplus,23,28,Mumbai,1,2,0,1,23,2,20,FALSE,2,1,1,1,231591,0,check
29896,xiaomi,23,28,Bangalore,1,1,0,1,23,2,20,FALSE,2,1,1,1,382411,0,check
29970,oneplus,25,28,0,3,4,1,2,127,2,37,FALSE,1,1,1,1,288239,0,check
29981,apple,25,28,0,0,1,0,1,25,2,20,FALSE,2,1,1,1,202626,0,check
30059,xiaomi,27,28,Bangalore,2,3,1,2,44,4,40,TRUE,3,1,1,1,39175,0,check
30080,samsung,27,28,Lucknow,2,2,0,2,51,1,3,FALSE,1,1,1,1,214790,0,check
30137,oneplus,28,28,Thiruvananthapuram,0,4,0,2,29,1,3,TRUE,1,1,0,1,50542,0,check
30149,oneplus,29,28,0,2,2,0,1,29,2,20,FALSE,1,1,1,1,288280,0,check
30180,apple,30,28,Bangalore,4,3,0,2,41,3,23,FALSE,1,1,1,1,469452,0,check
30205,xiaomi,30,28,Palakkad,2,2,1,1,30,2,20,FALSE,1,2,1,1,300491,0,check
30259,huawei,32,28,Mumbai,3,1,0,1,32,1,17,FALSE,1,2,1,1,115471,0,check
30310,realme,33,28,South 24 Paraganas,1,2,0,2,67,4,40,TRUE,1,1,1,1,388687,0,check
30398,apple,33,28,Bhopal,1,4,1,1,33,2,20,FALSE,1,1,1,1,193666,0,check
30519,samsung,35,28,Bangalore,1,1,0,1,35,2,20,FALSE,1,1,0,0,11030,0,check
30531,samsung,36,28,Hyderabad,1,1,0,1,36,2,20,FALSE,1,1,1,1,354979,0,check
30551,apple,36,28,Kolkata,2,1,0,1,36,2,20,FALSE,1,1,1,0,202740,0,check
30552,oneplus,36,28,Bangalore,1,1,0,1,36,2,20,FALSE,1,1,1,1,100455,0,check
30599,oneplus,38,28,Bangalore,0,2,0,2,38,3,20,TRUE,1,1,1,1,438711,0,check
30733,oneplus,42,28,Bangalore,2,2,0,1,42,1,3,FALSE,2,2,1,1,319079,0,check
30775,oneplus,44,28,Kolkata,1,1,0,1,44,2,20,FALSE,1,1,1,1,414456,0,check
30858,oppo,47,28,0,1,2,1,1,47,1,3,FALSE,1,1,1,1,60185,0,check
30920,xiaomi,49,28,Imphal,4,2,0,2,146,5,107,FALSE,6,1,1,1,32096,0,check
30925,xiaomi,49,28,Varanasi,4,3,0,2,73,4,40,FALSE,1,1,1,0,104521,0,check
30990,motorola,51,28,Hyderabad,4,3,1,1,51,2,20,FALSE,1,1,1,1,364745,0,check
31024,oneplus,52,28,0,2,4,0,1,52,2,20,FALSE,1,1,1,1,432796,0,check
31149,realme,59,28,Bangalore,2,2,0,2,92,2,20,FALSE,1,1,0,1,330220,0,check
31178,realme,61,28,Bangalore,1,1,0,1,61,2,20,FALSE,1,1,1,1,709,0,check
31212,apple,63,28,NCR,3,3,1,2,70,2,20,FALSE,1,3,1,1,272057,0,check
31230,vivo,63,28,Visakhapatnam,0,1,0,1,63,2,20,FALSE,1,1,1,1,18704,0,check
31245,apple,64,28,Bangalore,1,4,2,1,64,2,20,FALSE,1,1,1,1,221263,0,check
31304,motorola,67,28,Pune,1,3,1,1,67,3,70,FALSE,2,1,1,1,174640,0,check
31313,apple,67,28,0,1,6,3,2,138,6,140,FALSE,3,1,1,1,206112,0,check
31399,oneplus,71,28,Bangalore,0,4,2,2,0,2,3,FALSE,1,1,1,1,554,0,check
31411,oneplus,72,28,Mumbai,2,3,1,2,89,5,90,TRUE,1,1,1,1,235517,0,check
31485,huawei,78,28,Jaipur,1,4,0,1,78,3,77,FALSE,1,3,1,1,257880,0,check
31529,huawei,83,28,Thrissur,1,7,3,2,4,4,73,FALSE,1,1,1,1,255736,0,check
31544,apple,83,28,Kanayakumari,1,4,1,2,97,1,17,FALSE,2,1,1,1,288981,0,check
31580,xiaomi,86,28,NCR,2,5,3,1,86,3,70,FALSE,8,1,1,1,9693,0,check
31659,oneplus,96,28,Bangalore,1,1,0,1,96,1,3,FALSE,1,2,1,1,272425,0,check
31682,oppo,100,28,0,2,1,0,1,100,3,70,FALSE,1,1,1,1,111519,0,check
31744,samsung,110,28,Bangalore,3,1,0,1,110,3,70,FALSE,1,1,1,1,27454,0,check
31893,apple,146,28,Hyderabad,1,3,0,2,149,3,70,FALSE,3,1,1,1,11546,0,check
31964,google,169,28,0,1,1,0,1,169,4,170,FALSE,1,1,1,0,202587,0,check
31991,samsung,189,28,Vellore,2,1,0,1,189,4,170,FALSE,1,1,1,1,249536,0,check
32066,oneplus,254,28,Coimbatore,2,4,1,1,254,5,203,FALSE,2,2,1,1,81414,0,check
